financial_distress_flag,purpose_clarity,income_stability_mention,repayment_confidence,overall_sentiment,loan_idx,default_flag,grade,desc_clean
1,5,0,5,positive,3762,1,C,this loan will help me consolidate two credit cards that helped me survive my college years now a working professional this loan will help me move away from credit and into a more sound and responsible fiscal house
0,4,0,4,positive,3763,1,B,loaning money to move to a new location for better peace of mind and employment opportunities
1,5,0,5,negative,3764,0,B,this loan would be used to consolidate high interest credit card debt created during college
1,5,1,5,positive,3765,0,D,this loan would be to zero out several high interest credit cards and reduce my monthly payout i keep up on all my debts but this give me a little breathing room i have been employed by the same employer since 1996
1,1,0,1,negative,3766,0,B,loan to to payy off high interest credit cards
1,5,0,5,negative,3767,0,A,the purpose of this loan is two consolidate two credit card accounts and to expedite payments of balances in these accounts
1,1,0,1,negative,3768,0,B,to pay off credit cards etc
0,5,1,5,positive,3769,0,A,i d love to give my future wife a beautiful engagement ring and i know that this site can do that for me i m so excited fyi i ve never missed any payments and paid my 5 year financed car off early by about 1 year i ve been working in the technology sector for around five years though i have been working at my current job for less than one year stability here is very good and employment in the technology arena is easy enough to find also i worked around four years at my previous job i m a good borrower because i ve never missed a payment i have a very good credit score which will be much higher very soon and i m reliable
0,5,0,5,neutral,3770,0,D,for consolidating debt to a lower rate
1,3,0,2,negative,3771,0,B,i want to get rid of my debt looking forward to doing some things in a few years and i want to be able to do have the funds to do these things with
1,5,1,5,positive,3772,1,C,for purchase of new car to get to new job which requires 40 miles round trip 6 days a week current car a 2002 has 57 400 miles on it but is failing budget cuts that caused loss of hours in old job is reason for switch to new job new job has given me full time plus as much overtime as i like
1,5,1,5,negative,3773,0,A,i accrued some credit card debt due to some personal emergencies med bills plumbing issues etc i ve been making the payments but i feel like i m not getting anywhere because the interest is so high my job is very stable and i have a history of long term job tenure
1,5,0,5,positive,3774,0,B,this loan will be used to consolidate the last of my high interest debt and will save me approximately 200 mo in interest payments this savings will allow me to reach my goal of eliminating 100 of my debt in a more expeditious time frame
1,1,0,1,negative,3775,0,F,buying a property great offer but must pay cash limited time to accept offer
1,5,1,5,positive,3776,0,A,i have been with my employer for 5 years now i plan to use the funds to consolidate some debt i am a good borrower because i understand why and how credit is so important to an individual s financial well being and i have worked to bring it to a good standing
1,1,0,1,negative,3777,0,C,2 credit cards boa and capitol 1
1,1,0,1,negative,3778,0,F,pay off bills so i can try to get out debt
1,5,0,5,negative,3779,0,B,i am an rn in a small but busy hosptial working acute care i have been off for 7 weeks for materrnity leave and plan to use the money for consolidating some personal debt and catching up after my maternity leave also to pay on medical bills my 3 yr old broke his foot back in late fall and my infant was jaundiced after birth and had to stay on a bili light for 5 days which included daily blood work your assistance is very much appreciated and helps ease some of my mounting stress
0,1,0,1,neutral,3780,0,A,payoff credit card 3500 and a furniture note 1300
0,5,1,5,positive,3781,1,D,i am planning to take a few courses to obtain additional knowledge in my profession as to increase my salary this year currently i spend approximately 2000 per month on living expenses i am current on all of my accounts and will continue to do so as to not have any derogatory marks on my credit just to clarify i do have additional income about 1500 net per month that comes from my second job this job is pure commission so i did not include it in my profile
1,5,0,5,negative,3782,0,E,a loan of 5 000 to pay off high interest credit card debts and to be payed back over 3 year or less term in order to get myself fully out of debt
0,1,0,1,neutral,3783,1,F,am starting my own promotion business and this is the start money for it
0,5,0,5,neutral,3784,0,A,consolidation of debts at a lower interest rate
1,5,0,5,negative,3785,0,B,to make our finances more manageable we will pay off all credit cards and then use the remaining money to get ahead on all accounts
0,5,0,5,positive,3786,0,A,this loan will be used to purchase a hot tub for my wife and myself
0,5,1,5,positive,3787,0,A,2005 harley tour glide my bills are paid in a timely manner above what my min payments are my job is very stable very busy working 50 hrs a week
0,5,0,5,neutral,3788,0,A,i have an excellent borrowing history the money is being used for home maintenance and for repairs to primary transportation
1,5,0,5,positive,3789,0,B,looking to consolidate my credit cards in efforts to increasing my credit score to qualify for best rate mortgage will be easy to pay off this loan within the time frame of the loan
1,5,1,5,negative,3790,0,B,i am looking to lower my current interest rates but also just have one payment to pay off my credit card balances i unfortunately had to rely on my credit cards to fund treatment for a major illness for one of my familiy members and now i am looking to pay them off null ia have had questions about my current interest rates they range from 17 to 29 99 in addition i have 6 cards that i would be paying off completely with this loan and have the ability to make one payment i have not used these cards for daily purchases and have been sending payments each month but due to the interest rates my payments don t seem to make a dent on balances i m always on time with my payments as well
0,5,1,5,positive,3791,0,C,i want to establish a tattoo shop with a onsite clothing subsidiary my partner is already quite successful as a tattoo artist himself has 20 years experience and extensive industry contacts our location will be next door to a local bar that is an area landmark and eager to have us as a neighbor
0,1,0,1,neutral,3792,0,B,loan is for purchase of used class b rv approximately 6000 is requested
0,1,0,1,neutral,3793,1,B,to consolidate credit cards into smaller bill
0,5,0,5,neutral,3794,0,E,new fence and home improvements for recently purchased home
1,5,1,5,positive,3795,0,B,purchase engagement ring pay off credit card home improvements i m a software analyst for a thriving workforce management company for the past year and a half i recently purchased my first home at the age of 25 and i d like to pay some of my credit card debt i accrued from college i also want this loan to purchase an engagement ring for the love of my life along with finish the basement in my new home i would be paying off 2 credit cards with this money and have over 3000 to spend on the ring i already own a 4000 1 02 carat diamond for it and basement i have fully payed off and own my car as well almost there thanks everyone who has funded so far
1,5,0,1,negative,3796,0,A,wanting to lower my monthly payments to get out of debt
0,1,0,1,neutral,3797,0,C,pay off pioneer loan
0,4,1,5,positive,3798,0,F,i plan on using the money for paying off credit debt our oldest son rsquo s wedding and some long needed home repairs i have been at my current job for 25 years and plan on another 25 years
0,5,0,5,positive,3799,1,B,my loan purpose is to assist in raising my credit credit score just 7 from 688 to 735 since my 8 yr credit record is 100 quot paid as agreed quot this loan alone should within 60 days raise my score to 700 thanks for your support
1,5,0,5,negative,3800,1,C,time for me to clean up debt move foward with more cash in hand and be able to stop this cycle and keep up with good credit thankyou
1,5,0,5,positive,3801,0,C,this loan is for debt consolidation i plan to paying off my credit card balances to lower my revolving credit balance while pay one monthly payment this loan is for debt consolidation i plan to paying off my credit card balances to lower my revolving credit balance while paying one monthly payment thats carries a lower rate result healthier credit score thanks to awesome support
1,5,1,5,positive,3802,0,B,i am a professional who works in the energy industry i am consolidating debts due to a move i will use the funds to consolidate debt from a move to a new city for an exciting opportunity in my field i am a good borrower because i am a professional with a stable well paying job i am a professional looking to consolidate credit debt due to a recent move to a new city for a career opportunity i am a good applicant because i have a stable well paying position
1,1,0,1,negative,3803,0,D,to pay off high interest credit cards
0,1,0,1,neutral,3804,1,D,my loan is to do general home improvements around the house
0,5,0,5,positive,3805,0,B,this loan will be used to cover increased construction costs for tenant improvement in a dental practice dental practice loans have a statistically low default rate and are a financially sound investment traditional banks ate currently offering me 7 and 10 year repayment terms only with associated prepayment penalties i d much rather repay this liam within the 3 years offered by lending club feel free to contact me with any questions or concerns thank you this loan will be used to cover increased cost of construction for a dental practice banks have offered me 7 or 10 year repayment terms with associated prepayment penalties i d rather repay within the 3 years offered by lending club dental practices are a statistically sound investment with very low default rates on dental practice loans thank you for your interest in my listing
0,1,0,1,neutral,3806,0,C,pay off debt
1,5,0,5,negative,3807,0,C,my goal is to eliminate my debt to be in a better position to purchase a single family home i believe having a single monthly payment with a lower apr will help me get there faster
1,1,0,1,negative,3808,0,B,trying hard to pay off all our debt before we buy our first home
1,1,0,1,negative,3809,1,E,paying off credit cards having one bill to reduce out going monies
1,5,0,5,negative,3810,0,B,we would like to consolidate several credit card debts into one single payment that we can focus on and pay off quickly i hope there is no penalty for early pay off for this loan
1,5,0,5,positive,3811,0,A,this loan will help me get out of those high interest credit cards and on my way to financial security quicker than if i continue making monthly payments i m excited over the prospect of living a life clear of unnecessary debt
0,1,0,1,neutral,3812,0,B,my car is in need of repairs
1,1,0,1,neutral,3813,0,B,consolidate credit card debt
0,5,1,5,positive,3814,0,F,i am just looking to get ahead a little and pay off some credit cards i make good money to where i will b able to pay off this loan in the time allowed i have a very good stable job and i plan to pay off this loan in less than 5 years i am trying to get ahead of my monthly expenses with this loan my debt to income ratio will decrease to a point of satisfaction
0,5,1,5,positive,3815,1,B,i plan to pay home renovations done on credit and finish some remaining ones i ve been with the same successful company for 15 yrs i take my financial responsibilities very seriously anticipate this loan being paid in 4 yrs i hope that you feel confident in your decision to invest in my loan thank you for considering my request
1,5,0,5,negative,3816,1,B,i have been carrying credit card balances for years spending a great deal on interest for the last year i ve studied finance investing and saving for retirement i ve learned debt is counterproductive to long term investing i would like one simple payment at lower interest to become debt free
1,5,0,5,negative,3817,0,B,i have about 15k in cred card debt that i would like to pay off instead of just making the minimum payment every month i have a 15 rate on my credit card now so this just seems like the better way to pay off the balance
1,5,0,5,negative,3818,0,B,medical expenses of a family member have been overwhelming but are now under control just need to get short term help medical expenses of a family member had been overwhelming but are now under control need short term help
1,5,0,5,negative,3819,0,A,this is to pay off my credit card debit and have lower interest then my credit cards the rates on the credit cards are from about 12 2 to 15 5 i do plan to close destroy several of the credit cards after i have them paid off
0,3,0,1,neutral,3820,1,C,home improvement my house needs new siding because it has asbestos sideing i need a loan for home improvement my house needs a new sideing and other small improvements inside like change some doors and painting
0,2,0,1,negative,3821,0,B,tell your story what is your loan for tell your story what is your loan for to buy new furniture
1,1,0,1,negative,3822,0,D,pay off an irs debt
1,1,0,1,neutral,3823,0,C,to pay off credit cards and loans to better my credit trying to focus on building my credit to prepare more for my future investments
0,5,1,5,positive,3824,0,D,i ve developed a new monthly budget for the house plan to rid our lives of credit cards after paying all of them off with this loan i work a good stable job that i ve been at for 12 years i m a reliable borrower never having been late on any payments thank you for considering me
1,1,0,1,negative,3825,0,C,to pay the things that need to be done
0,1,0,1,neutral,3826,1,B,the loan is for quot home improvement quot in which i am doing some repair work on my barn located next to my home for my farm animals
0,1,0,1,neutral,3827,0,A,to consolidate high interest credit cards
1,5,1,5,positive,3828,0,F,i want to quickly pay off the credit card debt that i accumulated as a student now that i have a well paying job no children and no morgage i am able to pay a large monthly payment but would like a lower apr
1,2,0,2,negative,3829,0,B,i am in credit card debt and i just want to have one payment besides my personal bills credit are debt
1,1,0,1,negative,3830,1,F,consolidate all debt in to 1 payment
1,5,0,5,negative,3831,0,B,i would like to pay off two high interest credit cards
1,2,0,1,negative,3832,0,B,pay down debt interest from a new roof medical bills pay down debt interest from a new roof medical expenses
1,5,0,5,negative,3833,0,A,working lots of overtime trying to pay down my debt so all the money i earn is mine to use tired of owing credits card so much don t want needing new tires or a new washing machine to be a financial crisis
1,1,0,1,negative,3834,0,A,consolidate credit cards consolidate credit cards
1,5,0,1,negative,3835,0,B,my loan is for debt consolidation for my high interest credit cards
0,1,0,1,neutral,3836,0,C,loan is needed to moved closer to work
1,2,0,1,neutral,3837,1,B,to assist in paying off high interest credit debt and provide a savings for emergencies
1,5,0,5,negative,3838,0,A,greetings thank you for considering my request the sole purpose is debt consolidation to payoff high interest credit cards thank you again for considering my request
0,5,1,5,positive,3839,0,B,i m a columbus firefighter my monthly income is 3700 00 after taxes i ve been on the job 11 yrs my credit is very important to me i pay my bills on time my job requires good credit and payment history i own my home i m a columbus firefighter my monthly income is 3700 00 after taxes i ve been on the job 11 yrs my credit is very important to me i pay my bills on time my job requires good credit and payment history i own my home
0,1,0,1,neutral,3840,0,B,i want to do some home improvements get some new furniture paint redo the floors
1,5,0,5,negative,3841,0,A,552553 added on 10 14 09 we have a one time medical bill that needs to be handled pretty quickly thank you for your consideration 552553 added on 10 14 09 by the way if you check my credit score you will see that i am never late on a payment ever
1,5,1,5,positive,3842,1,C,i have approx 15k in credit debt that i would like paid off due to the high interest rates i have a 733 credit score and have been in my profession for over 15 years i m currently employed by a healthcare insurance provider and chances of being laid off are very slim i m looking for an interest rate of less than 8 of which i will pay back in 3 years or less payment would be approx 470 mo of which i can afford i do not want a pre payment penalty since i may pay off my debt early thank you for your consideration 413167 added on 11 09 09 i have approx 15k in credit debt that i would like paid off due to the high interest rates i have a 768 credit score and have been in my profession for over 15 years i m currently employed by a healthcare insurance provider and chances of being laid off are very slim i m looking for an interest rate of less than 12 of which i will pay back in 3 years or less payment would be approx 500 mo of which i can afford i do not want a pre payment penalty since i may pay off my debt early thank you for your consideration
1,5,0,5,negative,3843,1,D,proceeds of this loan will be used to pay off my credit cards and outstanding loans that were accrued due to a loss of job my current monthly living expenses without the debt are 1 841 65 my outstanding debt paying the minimum payments is 1 107 58 therefore if i can consolidate my debt into one payment which would be approx 1 2 of what i pay now and pay off my debt it would really be great your help is greatly appreciated
1,1,0,1,negative,3844,1,A,this loan is to help pay of my family members recording studio debt
1,1,0,1,negative,3845,0,C,to pay off credit card debt
1,5,0,5,positive,3846,0,A,i am looking to consolidate debt primarily attributed to graduate school credit card line of credit car mortgage personal loan i will more than likely be able to pay back the loan within 18 months if necessary this loan will give me some breathing room thank you
1,5,1,5,positive,3847,0,B,my goal is to reduce my credit card debt and other non mortgage debt to zero 0 by the time my daughter goes to college in a few years this consolidation loan will go far to help me achieve that goal by providing me with the opportunity to focus my income on paying down one debt rather than multiple credit cards over the past several years my income has made it possible for me to manage and maintain my current debt but with your funds and my strict budget i will be able to eliminate my debt altogether my commitment to you and to myself is to cut up and eliminate the use of all the credit cards i pay off to remove the temptation to add any more to my debt in my entire life i have never defaulted on a loan intentionally missed a payment or failed to meet any of my financial commitments and obligations i ve been working at my company for 5 years now and have recently been promoted to staff engineer and manager so i believe that my position here is stable and that my income will continue to grow i would be very grateful for your help in eliminating my debt and i will not let you down when it comes to giving you a return on your investment many thanks p s please don t take the current amount of my unsecured debt 50 000 as an indication that i am reckless with my finances or spend thrifty the simple truth is that prior to my current job and as with many other people working in high tech at the time my family was a casualty of the dot com bubble burst in the early 2000 rsquo s in the four years leading up to my current job i was unemployed for over two years cumulative and underemployed for well over a year the high tech industry in my state was one of the hardest hit and slowest to recover it was during that time that i accumulated the vast majority of my current debt just trying to keep my family afloat originally the debt was around 65 000 and in the first couple of years with my current employer i had reduced it to around 40 000 the choice to purchase a home for my family two years ago regretfully just prior to the real estate bubble bursting contributed to its current level and as i mentioned before it is critically important for me to reduce this debt to zero by the time my daughter enters college in order to free up my income to apply to her education without your help i simply won rsquo t be able to do this even close to on time so again i would be very grateful for your help
1,5,0,5,negative,3848,0,C,i want to lower my p ayments as to much interest and have peace of mind
1,5,1,5,positive,3849,0,B,577286 added on 11 19 09 trying to consolidate one credit card to a loan with a fixed rate 577286 added on 11 20 09 i have a very secure job professional cpa have never paid any cards late has the finances to pay this loan monthly trying to save on monthly interest current credit card promo rate will expire in two months therefore looking for alternative 577286 added on 11 24 09 i am not the sole income provider in our house my husband has a good stable job our debt started from a move from georgia to iowa for my husband to return to college things did not work out in iowa after a year and we lost quite a bit in selling our home in iowa the moving expenses to from paid by ourselves added to our debt both of our companies wanted us to return to ga and took back our original jobs my husband being with his company for ten years and mine a total of over five years we are both responsible professional people 577286 added on 11 25 09 our gross household monthly income is 11308 includes husbands income
0,5,0,5,positive,3850,0,A,we are trying to pay off our debt completely within 3 years then we will be able to save for college expenses for our children
1,5,1,5,negative,3851,1,D,i plan to use the funds to pay off credit card debt and medical bills my job is a stable position i worked there over 28 yrs
1,1,0,1,negative,3852,0,A,to pay off two credit card debts
0,2,1,1,neutral,3853,0,D,i am getting a new job and need funds to move
0,5,1,5,positive,3854,0,A,this loan will consolidate two high interest lines of credit one personal line of credit and one credit card into one payment and accelerate the repayment rate i have had stable employment for the past eight years and have never defaulted on a debt
0,1,0,1,neutral,3855,0,A,for home improvement for home improvement bathroom remodel
1,5,0,5,negative,3856,0,D,loan will be used to pay off higher interest rate credit cards
0,5,0,5,positive,3857,0,C,reduce my current interest rate and increase my cash flow thank you for making this happen
0,5,1,5,positive,3858,0,A,had two daughters attend indiana university and had to borrow against higher credit cards would love to pay less interest and more principal i have excellent credit history and have not had problems paying my bills look forward paying actual people a higher return than chase
1,5,1,5,positive,3859,1,D,i have paid off a large amount of debt within the last six months which was incurred as a result of paying for my aging parents medical bills by getting approval for this loan will enable me to consolidate my debts i am a trustworthy management professional i work 50 plus hour weeks and i have never been out of work thank you in advance for your consideration
0,3,0,4,positive,3860,0,D,i will be paying off some credit cards doing some remodeling in the living room and helping pay for a wedding
0,1,0,1,neutral,3861,0,C,debt consolidation and home improvement
1,1,0,1,negative,3862,0,A,i did not take enough summer credits in mba program montclair state nj to qualify for a student loan from my school and need to pay out of pocket
0,5,0,5,neutral,3863,0,A,want to have one payment at lower interest rate for multiple credit cards
1,1,0,1,negative,3864,0,B,pay off a higher interest loan a higher interest credit card and pay off a student loan
0,5,0,5,neutral,3865,1,B,home improvements include electrical repairs security system and replacing gutters
0,5,1,5,positive,3866,0,C,hello i m requesting this loan for strictly consolidating reasons along with lowering my rates on my credit cards one lump sum payment for these accounts would be great bull no delinquent accounts or balance bull no delinquencies in the last 6 years 2 months 74 months very stable management position with my current employer ndash under armour apparel footwear 5 years of service in the banking field for portland oregon bank along with 6 years of service in the footwear apparel field for nike inc headquarters in beaverton oregon thank you for considering this loan
0,5,1,5,positive,3867,0,E,i am in house associate counsel for a large physician practice group i graduated law school in 2003 i combine law with my 20 years of nursing to manage the claims and medical malpractice lawsuits for the practice prior to this position i was director of risk management for hospitals
1,5,0,5,positive,3868,0,C,hello looking to rid myself of credit card debt once and for all i can easily afford the payments but wanted to knock it all out at once and consolidate thanks for your time to review this
0,1,0,1,neutral,3869,0,E,this loan is to reduce my indebtedness
1,1,0,1,negative,3870,0,C,credit card consolidation because the rates for my cards range from 18 29 99
0,2,0,2,neutral,3871,1,D,this loan will cover some of my wedding cost this loan will cover some of my wedding cost
1,1,0,1,negative,3872,0,B,would like to pay off my credit cards
1,1,0,1,negative,3873,0,D,to pay some credit cards off
1,5,0,5,positive,3874,0,A,i have heard good things about lending club i m looking to consolidate my credit card debt into this one loan with a reasonable interest rate and have it paid off and debt free in 3 years
0,4,1,5,positive,3875,0,B,i would like to obtain this loan to do home improvements and also to pay off a couple of credit cards i am planning to use about 6 000 to pay off credit cards and the rest to remodel my bathroom and kitchen i payed my car off in 3 5 years and the loan was for 5 years i am a responsible borrower
1,5,1,5,negative,3876,0,B,just looking to have one payment instead of 6 minimum credit card payments at 20 interest rates and up trying to buy a house by end of summer and extra 150 00 dollars a month i ll be saving will help been with my job for 19 years and plan on retiring there plan on paying credit cards off and cutting them up
0,1,0,1,neutral,3877,0,D,small home improvement and consolidation
1,5,0,5,negative,3878,0,F,i hope to secure this loan so that i may payoff two loans that i have with prosper the interest rate on these loans are much higher than with lending club i also intend to payoff the remaining balances on three credit cards that i have these credit cards are closed but have remaining balances
1,5,1,5,negative,3879,0,C,to whom it may concern good afternoon the main reason for this loan request is to pay what i have spent as an authorized user on my father s credit card during my years of college i sued around 3 000 dollars in books and schools materials now he is trying to pay his debt on the same credit card but he needs 3 200 as you will see on my personal information i am very thankful for having a job since years ago i do nto have a collateral but i will have a co signer if it is neccesary i do not have to pay other type of loans such as morgage loans since i live on my father s house i pay my personal expenses and my food i send money to my mother per month and due to an emergency on my family i had to send part of my savings and i am short to help my father please let me know if you need more information about my request
0,5,1,5,positive,3880,0,A,i plan to use the funds to pay some important bills i am a good borrower becuase i have never missed any type of payments and have never defaulted on a loan my monthly budget is approximately 8 400 my job is very stable
0,1,1,5,positive,3881,1,A,i have been in this business for 15 years and with my current employer for 5 years i was with my previous employer for 6 years and would still be there if we didn t move to another state
1,5,0,5,negative,3882,0,C,i need a debt consolidation loan because i need to lower my monthly payments
0,5,0,1,neutral,3883,1,B,loan funds will be used for marketing to expand the potential growth of the company
1,5,0,5,negative,3884,0,D,i am going to use this loan to pay off a really high interest loan from one main financial
1,1,0,1,negative,3885,0,B,i would like to use this money to pay off two credit cards thank you
1,5,0,5,negative,3886,0,A,just a basic refinancing loan clearing up and joining some bills into one payment to kill off over the 3 years thanks for the chance you take it easy and have a happy new year
0,5,0,5,positive,3887,0,B,i am on the road to being debt free in 36 months i thought i would give this site a try in order to help me do so thank you for your consideration
0,2,0,2,neutral,3888,1,B,we are doing some home improvements and we are paying off some medical bills
1,1,0,1,negative,3889,0,B,to pay off credit card debt
1,5,0,5,positive,3890,0,B,i have a excellent credit score and a low debt to utilization score on my credit report i have cut up my cards and looking to consolidate my debt and lower my interest rate and make some real progress on knocking this debt out once and for all and not go back to it i have never defaulted on a loan and intend to take the current amount that i am paying now monthly towards credit card debt to retire this loan this economy has made me realize how important it is to live beneath your means
1,1,0,1,negative,3891,0,A,consolidation debt consolidation
0,2,0,2,neutral,3892,0,B,we recently moved bought a new apartment in nyc we are trying to save a few dollars on some new furniture bought on amex
1,5,1,5,positive,3893,0,D,in reality the loan is to pay off some high interest credit card debt both me and my husband have stable incomes we saw this site on the news and decided to give it a try we actually intend to pay off the loan before the 3 year term i have lived in my home for 17 years we appreciate all those who have invested too date if we meet the 15k goal we will be able to pay off all of our credit card debit and a small student loan
1,5,0,5,negative,3894,0,E,unfortunately we have had some very difficult times since hurricane sandy the storm cost us over 10 000 00 in damages and lost items i need this loan to pay off high interest credit cards and get a fresh start thank you for your help
1,5,0,5,negative,3895,1,B,i want to use the funds to consolidate and pay off personal depts at a lower interest rates
0,5,0,5,positive,3896,0,F,with this loan i plan on consolidating my high interest loans into one lower interest one credit card 10 016 at 12 8 pcs loan 4150 at 28 96 private loan 1067 at 32 all of which are in good standing
0,5,0,5,positive,3897,0,D,i have made some recent smart choices in my life and just want a new start with no credit card debt and be able to truly save some money going forward i want to be able to increase my credit score to the best it can be and this is an opportunity i have been looking for for a long time thanks
1,5,0,5,negative,3898,0,A,to consolidate high interest debt and begin living a debt free life
1,1,0,1,negative,3899,0,B,debt consolidation and purchases debt consolidation amd purchases
1,5,1,5,positive,3900,0,D,last year my brother and i started our own business based in columbia mo with two key business units one line of business provides raw materials for the second line of business the first business line is a residential commercial tree landscaping and lawn service the second line of business sells the raw materials acquired by the first line namely wood fuel mulch firewood and also accepts green waste from individual consumers as well as cities and municipalities you can visit our website at braikbrothers com to learn more about our company we have been growing rapidly but have found it difficult to access working capital by conventional measures so decided to give this a try i have worked in financial services for the past 13 years i own a significant amount of residential and rural real estate with an average ltv of approximately 60 my largest real estate holding is 365acres in rural central mo the property is appraised at roughly 1 1mm w a 650k mortgage most local lenders are not willing to increase the ltv on this loan with cash out above 65 my brother was the controller cfo of a family owned tree service in st louis for 6 years during this time he gained an enormous amount of practical hands on experience into how a successful tree service should be run we have two certified arborists on staff one of which is eligible to sit for the master arborist certification which requires being a certified arborist for at least 6 years we have grown from 3 full time employees when we officially began offering services in september of last year and given the demand for our services in columbia and st louis mo currently employ 10 full time employees with my brother heading up the day to day operations a professional and well trained staff to complete the work and my ability to provide personal capital and access to further financing i am very bullish on the prospects for our business as with any new business access to working capital is a key ingredient to success and i am excited by the opportunities this site may provide i can be contacted via email jsbraik yahoo com at any time should you require additional information
1,5,0,5,negative,3901,0,B,consolidate and pay off credit cards and car loan
1,5,0,5,negative,3902,0,B,was in school the last 2 years accumulated some credit card debt and would like to pay them off and just make one payment at the end of the month
1,5,0,5,negative,3903,0,B,this loan will allow me to pay off two higher interest credit cards and put me well on the way to becoming debt free
0,1,0,1,neutral,3904,0,C,for convenience consolidating credit card payments
1,5,0,5,negative,3905,0,B,i want to pay off 4 credit cards and have only one payment
1,2,0,1,negative,3906,0,C,need to consolidate four bills down to one it will lessen my monthly debt
0,3,0,1,neutral,3907,0,C,home improvement i have done most of the work myself to add a room to our home now i need to bring in the quot pros quot to do the rest
1,2,0,1,negative,3908,0,B,update kitchen pay off a few credit cards
1,5,0,5,negative,3909,0,C,consolidate credit card debt into one payment at lower interest rate
1,5,0,5,negative,3910,0,C,have two credit cards to pay down one from city another from discover city has 0 apr till the end of the year but discover is over 25 with this loan i will be able to pay off both and stick with monthly payment to get out of debt completely
0,5,0,5,neutral,3911,0,C,my loan is to consolidate my bills all into one payment opposed to multiple bills every month
0,5,0,5,positive,3912,0,A,i have been out of college for over three years now and i am trying to consolidate on my final college debts i have been making payments since i graduated i needed these funds at the time for college expenses but now would like to make the smart decision to pay these off at a lower interest rate
1,5,0,5,negative,3913,0,A,i just want to eliminate several credit cards payments consolidating them in 1 payment with lower interest rate
1,5,0,5,negative,3914,0,B,i want to get ahead of where i was i bought a home in 2008 six months before the recession no one knew all the crazy stuff that was about to happen as a result i dump my life savings into a house thinking i just make the money back work pays well but not before i furnish the house with all new furniture was my first house i was excited i spend for it and now i am in debt and just want to pay this off so i can just save from my job getting ahead i hate just making the payments
1,5,0,5,negative,3915,1,E,i have been struggling to pay for school i have tried to attend different schools and have been unable to continue due to money i am trying to support my mom and brother and have been working two jobs to save up the summer program at the school of my dreams starts on june 28th i lack 2500 dollars for this program and am looking for some help i have been denied for a previous private loan this school does not accept fafsa and my mother has been denied as a co signer for me there is no one else to co sign either a bad credit card she had spilled into my credit and has affected i have sent the paperwork for the credit bureau dispute but fear that it will not be updated in time for my tuition due on may 28th can anyone help when i pulled my credit last my score was a 640 anything will help at this point thank you so much angela slack
1,5,0,5,negative,3916,0,B,i want to get rid of almost all of my credit cards i m tired of being ripped off by their high interest rates
0,5,0,5,neutral,3917,0,B,debt consolidation of all credit card debt as well as home improvements
1,5,0,5,negative,3918,1,C,i am using this loan to make my debt more manageable the interest rates on my credit cards went up when the credit card act went through in 2009 and have made it difficult to bring down my balances with this loan i can close the accounts and eliminate my debt in 3 years instead of 5 10 years
0,5,1,5,positive,3919,0,A,the loan is for a 50 000 condo that i will be purchasing for my primary residence with all cash i have great credit and a stable job to repay the loan thanks
0,5,0,5,neutral,3920,0,B,loan is to consolidate credit card accounts
0,5,0,5,negative,3921,0,A,i have a loan for 9800 00 at 26 interest rate i am wanting to use this loan to pay it off and reduce it by 2 years my monthly payments will remain the same
1,5,0,1,negative,3922,0,B,funds will be used to pay off pay down credit card debt
1,5,1,5,positive,3923,0,F,this funding will allow me to consolidate my debt into one monthly payment i have been in my job for 12 years i feel that this is a good investment because having my debt consolidated will allow me to make one payment instead of multiple
0,4,1,5,positive,3924,1,B,i plan on using the funds for debt consilidation i have a great job that i enjoy that has a great future
1,5,0,5,negative,3925,1,C,i am sick of credit card debt i plan to pay off all my cards and close the accounts for good
0,1,0,1,negative,3926,0,C,want to be free
1,5,0,5,negative,3927,0,C,using the debt snowball but need a bolus to get through high interest rates ready for zero hoping to get out of high interest credit card debt asap just need a little bolus to get things going planning for daughter s college fund
1,5,0,5,negative,3928,0,B,we would like to consolidate our credit card debt into a loan that offers a lower interest rate and a single payment
1,5,0,5,negative,3929,0,B,i want to pay off my high interest credit cards
1,5,0,1,negative,3930,0,C,i would like to consolidate my other accounts into one to make a single payment
1,2,0,1,negative,3931,0,F,to consolidate some bills such to pay medical bills pay off credit cards
1,3,0,2,negative,3932,0,B,i would like to consolidate all my credit cards into one payment in addition save on the interest
0,5,1,5,positive,3933,0,A,i m looking to consolidate debt from my american express as well as a recent used car purchase i have good credit and have used lending club as a lender for a couple years so will be on time with repayments thank you for your consideration
1,5,0,5,positive,3934,0,B,trying to pay off high interest credit cards i have paid off 2 and closed them will get this done either way just trying to speed up the process thank you
1,5,0,5,negative,3935,0,D,for the ability to consolidate everything to under one umbrella and actually make some progress as opposed to splitting payments and have interest build elsewhere while i m focused on one
1,5,0,5,negative,3936,1,B,pay off credit card don t want to use credit card no more
1,4,0,4,negative,3937,1,B,this loan will be used to payoff several credit cards and other small loans also to get us back on track i also forgot to minchen in my last post we just had to pay 3500 dollars for a medical bill for our four leged family member
0,5,0,5,neutral,3938,0,B,the purpose of my loan is to consolidate all my debt into a single manageable monthly payment
0,5,1,5,positive,3939,0,B,this loan will pay off a high interest rate credit card and is part of my larger plan to pay off all credit card balances i have worked for the same large corporation for 5 years and have a very stable job
1,5,0,5,positive,3940,0,B,i want to reduce my interest rate from credit cards and open up some emergency funding through saving more cash a consolidation will help me realize both goals and get me on the road to a more comfortable future
